File 	Datum 	StartZeit 	SZA  	AMF  	ChiSquare 	Fraunhofer_reference_log	Fraunhofer_reference_log Error 	Ring_Spectrum	Ring_Spectrum Error 	convolution_result_H2O	convolution_result_H2O Error 	convolution_result_NO2	convolution_result_NO2 Error 	convolution_result_O3	convolution_result_O3 Error 	convolution_result_O4	convolution_result_O4 Error 	
-1	04.06.2022	18:16:18	81.1	6.441513951516849	0.0035047	-0.97468	0.0023547	3.3912e+25	2.1908e+24	2.2424e+23	3.8581e+22	2.8517e+16	2.506e+15	1.4377e+19	7.6686e+18	2.9569e+43	1.6075e+43	
-1	04.06.2022	18:19:17	81.5	6.7747986622760035	0.0040976	-0.96172	0.0025588	4.2157e+25	2.3667e+24	1.7585e+23	4.1853e+22	2.8053e+16	2.726e+15	6.9111e+18	8.2751e+18	1.7529e+43	1.7415e+43	
-1	04.06.2022	18:22:15	82	7.1410567585324625	0.0042872	-0.95401	0.002615	4.6603e+25	2.4207e+24	1.7347e+23	4.278e+22	2.9176e+16	2.7847e+15	5.8478e+18	8.4714e+18	1.2669e+43	1.7809e+43	
-1	04.06.2022	18:25:14	82.4	7.550159593284887	0.0044706	-0.95308	0.0026699	4.8769e+25	2.4727e+24	1.9521e+23	4.3655e+22	3.1757e+16	2.8408e+15	4.6912e+18	8.6581e+18	7.7515e+42	1.819e+43	
-1	04.06.2022	18:28:12	82.8	8.004571132416391	0.0048824	-0.95021	0.0027862	5.3906e+25	2.5827e+24	1.6905e+23	4.561e+22	3.2555e+16	2.9663e+15	4.263e+18	9.0482e+18	1.6857e+43	1.8994e+43	
-1	04.06.2022	18:31:12	83.3	8.52127414264414	0.0052169	-0.94797	0.0028802	5.6884e+25	2.6706e+24	1.6516e+23	4.7137e+22	3.3577e+16	3.0654e+15	6.6432e+18	9.355e+18	2.379e+43	1.9635e+43	
-1	04.06.2022	18:34:11	83.7	9.103366303746938	0.00549	-0.94568	0.0029532	6.159e+25	2.7376e+24	1.7884e+23	4.8358e+22	3.6032e+16	3.1446e+15	8.9387e+18	9.5954e+18	7.2825e+42	2.0139e+43	
-1	04.06.2022	18:37:11	84.1	9.771879274901558	0.0060102	-0.9416	0.0030942	6.4988e+25	2.8649e+24	1.6633e+23	5.0639e+22	3.6783e+16	3.2953e+15	6.6162e+18	1.0032e+19	1.1499e+43	2.1081e+43	
-1	04.06.2022	18:40:11	84.6	10.542785418925789	0.0066706	-0.93669	0.003259	7.1931e+25	3.0174e+24	1.697e+23	5.3328e+22	4.0266e+16	3.4697e+15	4.6027e+18	1.0574e+19	1.272e+42	2.2212e+43	
-1	04.06.2022	18:43:07	85	11.41978484457484	0.00787	-0.92746	0.0035388	8.1359e+25	3.2778e+24	1.5242e+23	5.7918e+22	4.3149e+16	3.7678e+15	3.2783e+17	1.1487e+19	8.306e+42	2.4122e+43	
-1	04.06.2022	18:48:04	85.7	13.271239560019188	0.010249	-0.91765	0.0040303	9.5833e+25	3.7402e+24	1.3948e+23	6.5988e+22	4.8058e+16	4.2888e+15	6.5108e+18	1.312e+19	1.2383e+42	2.7515e+43	
-1	04.06.2022	18:53:03	86.4	15.834469674032462	0.012972	-0.9095	0.0045326	1.1415e+26	4.2066e+24	1.3927e+23	7.4253e+22	5.4463e+16	4.8255e+15	1.3841e+18	1.4756e+19	-1.8755e+42	3.0946e+43	
-1	04.06.2022	18:58:02	87.1	19.583638442986082	0.017419	-0.89928	0.0052516	1.3849e+26	4.876e+24	1.5907e+23	8.6002e+22	6.4634e+16	5.5886e+15	6.1415e+18	1.7104e+19	-8.0958e+42	3.5865e+43	
-1	04.06.2022	19:02:58	87.8	25.506795806779028	0.026236	-0.88284	0.0064414	1.7193e+26	5.9863e+24	1.7227e+23	1.0547e+23	7.2099e+16	6.8524e+15	8.3792e+17	2.099e+19	-1.7635e+43	4.4011e+43	
-1	04.06.2022	19:07:59	88.4	36.675297056605636	0.03902	-0.85994	0.0078664	2.1718e+26	7.3097e+24	1.8808e+23	1.287e+23	8.3005e+16	8.364e+15	-3.3431e+18	2.5602e+19	-2.6975e+43	5.3688e+43	
-1	04.06.2022	19:12:55	89.1	63.9042610706112	0.06298	-0.82918	0.0099987	2.7817e+26	9.3116e+24	2.2069e+23	1.6333e+23	9.7211e+16	1.0615e+16	-1.1958e+19	3.2526e+19	-3.5257e+43	6.8226e+43	
-1	04.06.2022	19:17:49	89.8	236.1384549774898	0.10307	-0.7779	0.012804	3.6927e+26	1.1926e+25	2.406e+23	2.0919e+23	1.1081e+17	1.3594e+16	-2.1835e+19	4.1609e+19	-4.7564e+43	8.7247e+43	
